system_id,instance_id,selector,semantic_faithfulness,code_consistency,vacuity_rate,proof_utility,missing_critical_units,reliability
naive_concat_v1,dp_longest_common_subsequence_003,first_parseable_only,0.5909,1.0000,0.0000,0.2270,1,0.5891
full_method_v1,dp_longest_common_subsequence_003,first_parseable_only,0.2000,0.5000,0.2000,0.1716,3,0.1096
text_only_v1,graph_bfs_shortest_path_003,first_parseable_only,0.5714,1.0000,0.0000,0.2242,4,0.5316
code_only_v1,graph_bfs_shortest_path_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,graph_bfs_shortest_path_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,graph_bfs_shortest_path_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
text_only_v1,graph_dijkstra_003,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
code_only_v1,graph_dijkstra_003,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
naive_concat_v1,graph_dijkstra_003,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
full_method_v1,graph_dijkstra_003,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
text_only_v1,greedy_coin_change_canonical_003,first_parseable_only,0.5000,0.5500,0.2500,0.2141,3,0.3347
code_only_v1,greedy_coin_change_canonical_003,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,greedy_coin_change_canonical_003,first_parseable_only,0.5000,0.5500,0.0833,0.2141,3,0.3597
full_method_v1,greedy_coin_change_canonical_003,first_parseable_only,0.8000,1.0000,0.0000,0.2567,0,0.6867
text_only_v1,greedy_interval_scheduling_003,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_003,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
naive_concat_v1,greedy_interval_scheduling_003,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
full_method_v1,greedy_interval_scheduling_003,first_parseable_only,0.8000,1.0000,0.0000,0.6662,0,0.8218
text_only_v1,sorting_insertion_sort_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,1,0.7474
code_only_v1,sorting_insertion_sort_003,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,sorting_insertion_sort_003,first_parseable_only,0.7778,1.0000,0.1111,0.2535,1,0.6448
full_method_v1,sorting_insertion_sort_003,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,sorting_merge_sort_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
code_only_v1,sorting_merge_sort_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,sorting_merge_sort_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,sorting_merge_sort_003,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,trees_bst_insert_003,first_parseable_only,0.5455,1.0000,0.0000,0.2206,2,0.5549
code_only_v1,trees_bst_insert_003,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
naive_concat_v1,trees_bst_insert_003,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
full_method_v1,trees_bst_insert_003,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,trees_lowest_common_ancestor_003,first_parseable_only,0.5909,1.0000,0.0000,0.2270,3,0.5558
code_only_v1,trees_lowest_common_ancestor_003,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,trees_lowest_common_ancestor_003,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
full_method_v1,trees_lowest_common_ancestor_003,first_parseable_only,0.6667,1.0000,0.0000,0.6202,3,0.7113
code_only_v1,arrays_binary_search_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,arrays_binary_search_001,all_three_samples_mean,0.8750,1.0000,0.1667,0.2973,0,0.7006
full_method_v1,arrays_binary_search_001,all_three_samples_mean,0.2500,0.5000,0.0000,0.2087,3,0.1689
text_only_v1,arrays_binary_search_002,all_three_samples_mean,0.8571,1.0000,0.2857,0.2947,0,0.6758
code_only_v1,arrays_binary_search_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,arrays_binary_search_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
full_method_v1,arrays_binary_search_002,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
text_only_v1,arrays_binary_search_004,all_three_samples_mean,0.8571,1.0000,0.2857,0.2947,0,0.6758
code_only_v1,arrays_binary_search_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,arrays_binary_search_004,all_three_samples_mean,0.8750,1.0000,0.1667,0.2973,0,0.7006
full_method_v1,arrays_binary_search_004,all_three_samples_mean,0.2500,0.5000,0.0000,0.2087,3,0.1689
text_only_v1,arrays_binary_search_005,all_three_samples_mean,0.8571,1.0000,0.2857,0.2947,0,0.6758
full_method_v1,arrays_binary_search_005,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
text_only_v1,arrays_binary_search_006,all_three_samples_mean,0.8571,1.0000,0.2857,0.2947,0,0.6758
naive_concat_v1,arrays_binary_search_006,all_three_samples_mean,0.8750,1.0000,0.1667,0.2973,0,0.7006
full_method_v1,arrays_binary_search_006,all_three_samples_mean,0.2500,0.5000,0.0000,0.2087,3,0.1689
text_only_v1,arrays_binary_search_007,all_three_samples_mean,0.8571,1.0000,0.2857,0.2947,0,0.6758
full_method_v1,arrays_binary_search_007,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
text_only_v1,arrays_max_subarray_001,all_three_samples_mean,0.6429,1.0000,0.1429,0.2644,2,0.5811
code_only_v1,arrays_max_subarray_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,arrays_max_subarray_001,all_three_samples_mean,0.7727,1.0000,0.0909,0.2828,2,0.6391
full_method_v1,arrays_max_subarray_001,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
text_only_v1,arrays_max_subarray_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,2,0.7406
code_only_v1,arrays_max_subarray_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,arrays_max_subarray_002,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
full_method_v1,arrays_max_subarray_002,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
text_only_v1,arrays_max_subarray_004,all_three_samples_mean,0.6429,1.0000,0.1429,0.2644,2,0.5811
naive_concat_v1,arrays_max_subarray_004,all_three_samples_mean,0.7727,1.0000,0.0909,0.2828,2,0.6391
full_method_v1,arrays_max_subarray_004,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
text_only_v1,arrays_max_subarray_005,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,2,0.7406
naive_concat_v1,arrays_max_subarray_005,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
full_method_v1,arrays_max_subarray_005,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
text_only_v1,arrays_max_subarray_006,all_three_samples_mean,0.6429,1.0000,0.1429,0.2644,2,0.5811
naive_concat_v1,arrays_max_subarray_006,all_three_samples_mean,0.7727,1.0000,0.0909,0.2828,2,0.6391
full_method_v1,arrays_max_subarray_006,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
text_only_v1,arrays_max_subarray_007,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,2,0.7406
naive_concat_v1,arrays_max_subarray_007,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
text_only_v1,dp_knapsack_01_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
code_only_v1,dp_knapsack_01_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
naive_concat_v1,dp_knapsack_01_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
full_method_v1,dp_knapsack_01_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,dp_knapsack_01_002,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
code_only_v1,dp_knapsack_01_002,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
naive_concat_v1,dp_knapsack_01_002,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
full_method_v1,dp_knapsack_01_002,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,dp_knapsack_01_004,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
code_only_v1,dp_knapsack_01_004,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
naive_concat_v1,dp_knapsack_01_004,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
full_method_v1,dp_knapsack_01_004,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,dp_knapsack_01_005,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
code_only_v1,dp_knapsack_01_005,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
naive_concat_v1,dp_knapsack_01_005,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
full_method_v1,dp_knapsack_01_005,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,dp_knapsack_01_006,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
code_only_v1,dp_knapsack_01_006,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
naive_concat_v1,dp_knapsack_01_006,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,dp_longest_common_subsequence_001,all_three_samples_mean,0.5556,1.0000,0.0000,0.2520,2,0.5687
code_only_v1,dp_longest_common_subsequence_001,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,dp_longest_common_subsequence_001,all_three_samples_mean,0.5909,1.0000,0.0000,0.2570,1,0.5990
full_method_v1,dp_longest_common_subsequence_001,all_three_samples_mean,0.2000,0.5000,0.2000,0.2016,3,0.1195
text_only_v1,dp_longest_common_subsequence_002,all_three_samples_mean,0.5625,1.0000,0.0000,0.2530,2,0.5714
code_only_v1,dp_longest_common_subsequence_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,dp_longest_common_subsequence_002,all_three_samples_mean,0.5500,1.0000,0.0000,0.2512,2,0.5666
full_method_v1,dp_longest_common_subsequence_002,all_three_samples_mean,0.3125,0.7143,0.1250,0.2175,3,0.2450
text_only_v1,dp_longest_common_subsequence_004,all_three_samples_mean,0.5556,1.0000,0.0000,0.2520,2,0.5687
code_only_v1,dp_longest_common_subsequence_004,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,dp_longest_common_subsequence_004,all_three_samples_mean,0.5909,1.0000,0.0000,0.2570,1,0.5990
full_method_v1,dp_longest_common_subsequence_004,all_three_samples_mean,0.2000,0.5000,0.2000,0.2016,3,0.1195
text_only_v1,dp_longest_common_subsequence_005,all_three_samples_mean,0.5625,1.0000,0.0000,0.2530,2,0.5714
naive_concat_v1,dp_longest_common_subsequence_005,all_three_samples_mean,0.5500,1.0000,0.0000,0.2512,2,0.5666
text_only_v1,dp_longest_common_subsequence_006,all_three_samples_mean,0.5556,1.0000,0.0000,0.2520,2,0.5687
code_only_v1,dp_longest_common_subsequence_006,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,dp_longest_common_subsequence_006,all_three_samples_mean,0.5909,1.0000,0.0000,0.2570,1,0.5990
text_only_v1,dp_longest_common_subsequence_007,all_three_samples_mean,0.5625,1.0000,0.0000,0.2530,2,0.5714
naive_concat_v1,dp_longest_common_subsequence_007,all_three_samples_mean,0.5500,1.0000,0.0000,0.2512,2,0.5666
text_only_v1,graph_bfs_shortest_path_001,all_three_samples_mean,0.5714,1.0000,0.0000,0.2542,4,0.5415
code_only_v1,graph_bfs_shortest_path_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,graph_bfs_shortest_path_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
full_method_v1,graph_bfs_shortest_path_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
text_only_v1,graph_bfs_shortest_path_002,all_three_samples_mean,0.6667,1.0000,0.0000,0.2677,4,0.5784
code_only_v1,graph_bfs_shortest_path_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,graph_bfs_shortest_path_002,all_three_samples_mean,0.7000,1.0000,0.0000,0.2725,3,0.6079
full_method_v1,graph_bfs_shortest_path_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,graph_bfs_shortest_path_004,all_three_samples_mean,0.5714,1.0000,0.0000,0.2542,4,0.5415
code_only_v1,graph_bfs_shortest_path_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,graph_bfs_shortest_path_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
full_method_v1,graph_bfs_shortest_path_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
text_only_v1,graph_bfs_shortest_path_005,all_three_samples_mean,0.6667,1.0000,0.0000,0.2677,4,0.5784
code_only_v1,graph_bfs_shortest_path_005,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,graph_bfs_shortest_path_005,all_three_samples_mean,0.7000,1.0000,0.0000,0.2725,3,0.6079
full_method_v1,graph_bfs_shortest_path_005,all_three_samples_mean,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,graph_bfs_shortest_path_006,all_three_samples_mean,0.5714,1.0000,0.0000,0.2542,4,0.5415
text_only_v1,graph_bfs_shortest_path_007,all_three_samples_mean,0.6667,1.0000,0.0000,0.2677,4,0.5784
naive_concat_v1,graph_bfs_shortest_path_007,all_three_samples_mean,0.7000,1.0000,0.0000,0.2725,3,0.6079
text_only_v1,graph_dijkstra_001,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
code_only_v1,graph_dijkstra_001,all_three_samples_mean,0.9167,1.0000,0.0000,0.7363,0,0.8847
naive_concat_v1,graph_dijkstra_001,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
full_method_v1,graph_dijkstra_001,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
text_only_v1,graph_dijkstra_002,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
code_only_v1,graph_dijkstra_002,all_three_samples_mean,0.9167,1.0000,0.0000,0.7363,0,0.8847
naive_concat_v1,graph_dijkstra_002,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
full_method_v1,graph_dijkstra_002,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
text_only_v1,graph_dijkstra_004,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
code_only_v1,graph_dijkstra_004,all_three_samples_mean,0.9167,1.0000,0.0000,0.7363,0,0.8847
naive_concat_v1,graph_dijkstra_004,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
full_method_v1,graph_dijkstra_004,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
text_only_v1,graph_dijkstra_005,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
code_only_v1,graph_dijkstra_005,all_three_samples_mean,0.9167,1.0000,0.0000,0.7363,0,0.8847
naive_concat_v1,graph_dijkstra_005,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
full_method_v1,graph_dijkstra_005,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
text_only_v1,graph_dijkstra_006,all_three_samples_mean,0.9286,1.0000,0.0000,0.7404,0,0.8901
code_only_v1,graph_dijkstra_006,all_three_samples_mean,0.9167,1.0000,0.0000,0.7363,0,0.8847
code_only_v1,graph_dijkstra_007,all_three_samples_mean,0.9167,1.0000,0.0000,0.7363,0,0.8847
text_only_v1,greedy_coin_change_canonical_001,all_three_samples_mean,0.5000,0.5500,0.2500,0.2441,3,0.3446
code_only_v1,greedy_coin_change_canonical_001,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,greedy_coin_change_canonical_001,all_three_samples_mean,0.5000,0.5500,0.0833,0.2441,3,0.3696
full_method_v1,greedy_coin_change_canonical_001,all_three_samples_mean,0.8000,1.0000,0.0000,0.2867,0,0.6966
text_only_v1,greedy_coin_change_canonical_002,all_three_samples_mean,0.5714,1.0000,0.0000,0.2542,2,0.5748
code_only_v1,greedy_coin_change_canonical_002,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,greedy_coin_change_canonical_002,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,0,0.6128
full_method_v1,greedy_coin_change_canonical_002,all_three_samples_mean,0.7500,1.0000,0.0000,0.6789,0,0.8090
text_only_v1,greedy_coin_change_canonical_004,all_three_samples_mean,0.5000,0.5500,0.2500,0.2441,3,0.3446
code_only_v1,greedy_coin_change_canonical_004,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,greedy_coin_change_canonical_004,all_three_samples_mean,0.5000,0.5500,0.0833,0.2441,3,0.3696
text_only_v1,greedy_coin_change_canonical_005,all_three_samples_mean,0.5714,1.0000,0.0000,0.2542,2,0.5748
code_only_v1,greedy_coin_change_canonical_005,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,0,0.6773
naive_concat_v1,greedy_coin_change_canonical_005,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,0,0.6128
full_method_v1,greedy_coin_change_canonical_005,all_three_samples_mean,0.7500,1.0000,0.0000,0.6789,0,0.8090
text_only_v1,greedy_coin_change_canonical_006,all_three_samples_mean,0.5000,0.5500,0.2500,0.2441,3,0.3446
naive_concat_v1,greedy_coin_change_canonical_006,all_three_samples_mean,0.5000,0.5500,0.0833,0.2441,3,0.3696
text_only_v1,greedy_coin_change_canonical_007,all_three_samples_mean,0.5714,1.0000,0.0000,0.2542,2,0.5748
naive_concat_v1,greedy_coin_change_canonical_007,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,0,0.6128
text_only_v1,greedy_interval_scheduling_001,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
code_only_v1,greedy_interval_scheduling_001,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,1,0.6606
naive_concat_v1,greedy_interval_scheduling_001,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
full_method_v1,greedy_interval_scheduling_001,all_three_samples_mean,0.8000,1.0000,0.0000,0.6962,0,0.8317
text_only_v1,greedy_interval_scheduling_002,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
code_only_v1,greedy_interval_scheduling_002,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,1,0.6606
naive_concat_v1,greedy_interval_scheduling_002,all_three_samples_mean,0.5667,1.0000,0.0000,0.2536,1,0.5897
full_method_v1,greedy_interval_scheduling_002,all_three_samples_mean,0.7500,1.0000,0.0000,0.6789,0,0.8090
text_only_v1,greedy_interval_scheduling_004,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
code_only_v1,greedy_interval_scheduling_004,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,1,0.6606
text_only_v1,greedy_interval_scheduling_005,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
code_only_v1,greedy_interval_scheduling_005,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,1,0.6606
naive_concat_v1,greedy_interval_scheduling_005,all_three_samples_mean,0.5667,1.0000,0.0000,0.2536,1,0.5897
full_method_v1,greedy_interval_scheduling_005,all_three_samples_mean,0.7500,1.0000,0.0000,0.6789,0,0.8090
text_only_v1,greedy_interval_scheduling_006,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
code_only_v1,greedy_interval_scheduling_006,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,1,0.6606
text_only_v1,greedy_interval_scheduling_007,all_three_samples_mean,0.5455,1.0000,0.0909,0.2506,2,0.5512
code_only_v1,greedy_interval_scheduling_007,all_three_samples_mean,0.7500,1.0000,0.0000,0.2796,1,0.6606
naive_concat_v1,greedy_interval_scheduling_007,all_three_samples_mean,0.5667,1.0000,0.0000,0.2536,1,0.5897
code_only_v1,sorting_insertion_sort_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.2914,0,0.7095
naive_concat_v1,sorting_insertion_sort_001,all_three_samples_mean,0.7778,1.0000,0.1111,0.2835,1,0.6547
full_method_v1,sorting_insertion_sort_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,sorting_insertion_sort_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,1,0.7573
code_only_v1,sorting_insertion_sort_002,all_three_samples_mean,0.8333,1.0000,0.0000,0.2914,0,0.7095
naive_concat_v1,sorting_insertion_sort_002,all_three_samples_mean,0.8182,1.0000,0.0909,0.2892,1,0.6733
full_method_v1,sorting_insertion_sort_002,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,sorting_insertion_sort_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,1,0.7573
code_only_v1,sorting_insertion_sort_004,all_three_samples_mean,0.8333,1.0000,0.0000,0.2914,0,0.7095
naive_concat_v1,sorting_insertion_sort_004,all_three_samples_mean,0.7778,1.0000,0.1111,0.2835,1,0.6547
full_method_v1,sorting_insertion_sort_004,all_three_samples_mean,0.8333,1.0000,0.0000,0.7076,0,0.8468
text_only_v1,sorting_insertion_sort_005,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,1,0.7573
naive_concat_v1,sorting_insertion_sort_005,all_three_samples_mean,0.8182,1.0000,0.0909,0.2892,1,0.6733
text_only_v1,sorting_insertion_sort_006,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,1,0.7573
naive_concat_v1,sorting_insertion_sort_006,all_three_samples_mean,0.7778,1.0000,0.1111,0.2835,1,0.6547
text_only_v1,sorting_insertion_sort_007,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,1,0.7573
naive_concat_v1,sorting_insertion_sort_007,all_three_samples_mean,0.8182,1.0000,0.0909,0.2892,1,0.6733
text_only_v1,sorting_merge_sort_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,2,0.7406
code_only_v1,sorting_merge_sort_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,sorting_merge_sort_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
full_method_v1,sorting_merge_sort_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,sorting_merge_sort_002,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,2,0.5794
code_only_v1,sorting_merge_sort_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,sorting_merge_sort_002,all_three_samples_mean,0.9545,1.0000,0.0000,0.3086,2,0.7230
full_method_v1,sorting_merge_sort_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,sorting_merge_sort_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,2,0.7406
code_only_v1,sorting_merge_sort_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,sorting_merge_sort_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
full_method_v1,sorting_merge_sort_004,all_three_samples_mean,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,sorting_merge_sort_005,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,2,0.5794
code_only_v1,sorting_merge_sort_005,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,sorting_merge_sort_005,all_three_samples_mean,0.9545,1.0000,0.0000,0.3086,2,0.7230
text_only_v1,sorting_merge_sort_006,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,2,0.7406
text_only_v1,sorting_merge_sort_007,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,2,0.5794
naive_concat_v1,sorting_merge_sort_007,all_three_samples_mean,0.9545,1.0000,0.0000,0.3086,2,0.7230
text_only_v1,trees_bst_insert_001,all_three_samples_mean,0.5455,1.0000,0.0000,0.2506,2,0.5648
code_only_v1,trees_bst_insert_001,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
naive_concat_v1,trees_bst_insert_001,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
full_method_v1,trees_bst_insert_001,all_three_samples_mean,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,trees_bst_insert_002,all_three_samples_mean,0.6111,1.0000,0.0000,0.2599,2,0.5902
code_only_v1,trees_bst_insert_002,all_three_samples_mean,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,trees_bst_insert_002,all_three_samples_mean,0.7000,1.0000,0.0000,0.2725,1,0.6413
full_method_v1,trees_bst_insert_002,all_three_samples_mean,0.9000,1.0000,0.0000,0.7306,0,0.8771
text_only_v1,trees_bst_insert_004,all_three_samples_mean,0.5455,1.0000,0.0000,0.2506,2,0.5648
code_only_v1,trees_bst_insert_004,all_three_samples_mean,0.9000,1.0000,0.0000,0.3008,0,0.7353
naive_concat_v1,trees_bst_insert_004,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
text_only_v1,trees_bst_insert_005,all_three_samples_mean,0.6111,1.0000,0.0000,0.2599,2,0.5902
naive_concat_v1,trees_bst_insert_005,all_three_samples_mean,0.7000,1.0000,0.0000,0.2725,1,0.6413
full_method_v1,trees_bst_insert_005,all_three_samples_mean,0.9000,1.0000,0.0000,0.7306,0,0.8771
text_only_v1,trees_bst_insert_006,all_three_samples_mean,0.5455,1.0000,0.0000,0.2506,2,0.5648
naive_concat_v1,trees_bst_insert_006,all_three_samples_mean,0.8750,1.0000,0.0000,0.2973,0,0.7256
text_only_v1,trees_bst_insert_007,all_three_samples_mean,0.6111,1.0000,0.0000,0.2599,2,0.5902
naive_concat_v1,trees_bst_insert_007,all_three_samples_mean,0.7000,1.0000,0.0000,0.2725,1,0.6413
text_only_v1,trees_lowest_common_ancestor_001,all_three_samples_mean,0.5909,1.0000,0.0000,0.2570,3,0.5657
code_only_v1,trees_lowest_common_ancestor_001,all_three_samples_mean,0.8333,1.0000,0.0000,0.2914,0,0.7095
naive_concat_v1,trees_lowest_common_ancestor_001,all_three_samples_mean,0.5833,1.0000,0.0000,0.2559,2,0.5794
full_method_v1,trees_lowest_common_ancestor_001,all_three_samples_mean,0.6667,1.0000,0.0000,0.6502,3,0.7212
text_only_v1,trees_lowest_common_ancestor_002,all_three_samples_mean,0.5000,1.0000,0.0000,0.2441,4,0.5139
